sku,produto,fornecedor,custo,estoque,revisado_65,anterior,fila,etapa,identidade,conflito,economia,demanda,preco_competitivo,preco_piso,preco_alvo,break_even,margem_competitiva_pct,contribuicao,tributo_pct,tributo_status,recuperado_piso_10,motivos,avisos,revisao_identidade_previa,recomendacao,fonte,avaliado_em
VTK018726,Cabo Rg58 Aquário M-805k Cabo De 5.5 Metos Conector Mini Uhf Macho Mini,Evolusom Comercial Ltda,83.95,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018728,Resistência Para Ferro De Solda Hikari Power 60 - 220v,Evolusom Comercial Ltda,23.9,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018732,Conector Permak Para Cd Gm Onix/ Cobalt/ Prisma/ Spin 2012,Evolusom Comercial Ltda,26.9,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,43.32,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK018732.json,2026-09-05T15:16:37.457Z
VTK018743,Calota Grid Aro 13a 141ca-pta Modelo Volkswaggen Gol G4 Cubo Alto - PC / 4,Evolusom Comercial Ltda,43.4,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018744,Calota Grid Aro 13p 097cb-pta Prata Modelo Fiat Attractive 10/11 Cubo Baixo - PC / 4,Evolusom Comercial Ltda,43.4,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018767,"Kit Ventilador 2 Coolers Para Rack Padrão 19"" X 1u Bivolt",Evolusom Comercial Ltda,192.9,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; COMPOSICAO_KIT_NAO_COMPROVADA; INCONCLUSIVO,,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018784,Conversor De Audio Rca Bee Link 2ch,Evolusom Comercial Ltda,64.9,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018821,Nobreak Nhs Mini 4 600va Bivolt 220v,Evolusom Comercial Ltda,374.9,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_COHERENTE,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,525.59,,,,,,8.279935224,estimated,FALSE,INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK018821.json,2026-09-05T15:16:37.457Z
VTK018838,Calculadora De Mesa Procalc Pc108-bl 12 Dígitos Azul,Evolusom Comercial Ltda,21.6,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018843,"Tela Permak 15"" Para Alto Falante Profissional Tipo Pioneer - PC / 2",Evolusom Comercial Ltda,49.8,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018849,Chave Cs 301-d Liga Desliga Permak Com Haste Metálica 148/a - PC / 5,Evolusom Comercial Ltda,119.5,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018862,Terminal De Fio Aberto Forquilha Permak Para Módulo Pré-isolado Azul,Evolusom Comercial Ltda,41.5,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018872,Cabo Flexível Remoto Technoise 100% Cobre Vermelho 1.50 Mm Rolo 100 Metros,Evolusom Comercial Ltda,161.9,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018889,Calota Grid Aro 13p 132cb-pta Gm Modelo Onix P/ Corsa/ Corsa Classic Cubo Baixo - PC / 4,Evolusom Comercial Ltda,43.4,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018896,Calota Grid Aro 14p 212cb-pta Modelo Grand Siena 2014/ 15 Cubo Baixo - PC / 4,Evolusom Comercial Ltda,47.8,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018902,Calota Grid Aro 15a 875ar-pta Renault Sandero/ Logan 2015/ 16 - PC / 4,Evolusom Comercial Ltda,66.6,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018937,Espátula Para Insulfilm 22 X 12cm,Evolusom Comercial Ltda,12.66,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,21.75,,,,,,8.279935224,estimated,FALSE,EQUIVALENCIA_MARCA_NAO_COMPROVADA; EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK018937.json,2026-09-05T15:16:37.457Z
VTK018959,Papel Polimento 3m Auto 10 Folhas,Evolusom Comercial Ltda,15.2,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018968,Antena Olimpus New Flex Fiat Traseira 12+,Evolusom Comercial Ltda,122.9,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK018970,Gabinete Slim K-mex Gi-9d89 01 Baia Com Fonte 200w,Evolusom Comercial Ltda,214.9,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_COHERENTE,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,349,,,,,,8.279935224,estimated,FALSE,INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,Gabinete K-Mex local com fonte de 200 W comparado com catálogo com fonte de 180 W. Variante não validada.,Completar fontes e vínculos,mercado/VTK018970.json,2026-09-05T15:16:37.457Z
VTK018984,Controle Remoto Mxt 01393 Ar Condicionado Gree Y502 Y512,Evolusom Comercial Ltda,18.5,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,26.11,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK018984.json,2026-09-05T15:16:37.457Z
VTK018995,Fusível Permak Mega 250a - PC / 5,Evolusom Comercial Ltda,84.5,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK019009,Amplificador Frahm Slim Iot 2200 1x120w Rms,Evolusom Comercial Ltda,849.9,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_COHERENTE,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,1098.64,,,,,,8.279935224,estimated,FALSE,INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK019009.json,2026-09-05T15:16:37.457Z
VTK019020,"ANTENA Parabólica DE GRADE PARA Internet Aquário Mm-2420f10 2.4GHZ 20 DBI Polarização Vertical E Horizontal COM Dipolo, KIT PARA Instalação E CABO 10M",Evolusom Comercial Ltda,419.4,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; COMPOSICAO_KIT_NAO_COMPROVADA; INCONCLUSIVO,,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK019021,Kit Adaptador Aquário Cf-400 Para Modens Huawei,Evolusom Comercial Ltda,22.95,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; COMPOSICAO_KIT_NAO_COMPROVADA; INCONCLUSIVO,,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK019023,Capa Espelho 4783 Stillo 2008 L.e C/furo,Evolusom Comercial Ltda,39.4,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK019024,Driver Csr-450 Titanium 8r 40 W,Evolusom Comercial Ltda,169.3,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK019029,Corneta De Som Permak Lc 1425 Cromada,Evolusom Comercial Ltda,27.3,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK019032,"Reparo Para Alto Falante Eros E-hammer 12"" 4.7k 8r 980010084",Evolusom Comercial Ltda,173.99,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK019034,Lv9fc92-sl-ss Mod Vidro Eletrico S10 4p,Evolusom Comercial Ltda,212.9,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK019036,Cabo Multicabo Santo Angelo Sas 28 Vias Cobre Ofhc Metro - PC / 10,Evolusom Comercial Ltda,599,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK019041,Antena Parabólica De Grade Para Internet Aquário Mm-2420 Com 2.4 Ghz E Ganho De 20 Dbi - PC / 6,Evolusom Comercial Ltda,356.7,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK019051,Modulo De Vidro Tury Ae Pro 2.10 Cq,Evolusom Comercial Ltda,164.9,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK019054,Divisor De Linha Para Celular Aquario Dv-02,Evolusom Comercial Ltda,87.9,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_COHERENTE,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,135.9,,,,,,8.279935224,estimated,FALSE,INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK019054.json,2026-09-05T15:16:37.457Z
VTK019058,Moldura Fiamon 2 Din Fiat Strada/strada Adventure/palio Weekend/palio Weekend Adventure 2013 Preta,Evolusom Comercial Ltda,78.9,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK019062,Moldura Fiamon 2 Din Vw Gol G5/saveiro/voyage Preta,Evolusom Comercial Ltda,48.9,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK019063,"Arandela Redonda Fiamon 6"" Difusor 30rms 8r Preta",Evolusom Comercial Ltda,68.9,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK019065,Camera Dome Fbr Metal Ir25 2 Megapixels 2.8mm Cvi Tvi Ahd Cvbs Ip66,Evolusom Comercial Ltda,149.9,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,270.65,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,"Confirmar variante de câmera, lente de 2,8 mm e alcance IR de 25 m; catálogo genérico não basta.",Completar fontes e vínculos,mercado/VTK019065.json,2026-09-05T15:16:37.457Z
VTK019066,Calota Grid Aro 14a 083ar-pta Citroen Modelo C3 2007/ 13 - PC / 4,Evolusom Comercial Ltda,47.8,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK019067,Calota Grid Aro 14p 156cb-pta Fiat Modelo Uno Way 2014 - PC / 4,Evolusom Comercial Ltda,47.8,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK019072,Calha De Chuva Marçon Uno/ Premio/ Elba/ Fire 02 Portas 85/ 09,Evolusom Comercial Ltda,62.45,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK019073,Calha De Chuva Marçon Novo Ka Hatch/ Sedan 04 Portas,Evolusom Comercial Ltda,125.9,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK019074,Calha De Chuva Marçon Novo Golf 04 Portas 2013 Fume Claro,Evolusom Comercial Ltda,129.8,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK019075,Máquina Vidro Elétrico Almapy Sem Motor Ford Ka 1997 Direita,Evolusom Comercial Ltda,36.15,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK019076,Modulo De Vidro Tury Pro 4.28 L Toyota Hilux/ Sw4 2009 A 2015 4v Com Anti Esmagamento,Evolusom Comercial Ltda,335.9,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_COHERENTE,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,mercado/VTK019076.json,2026-09-05T15:16:37.457Z
VTK019077,Lâmpada Super Led 3d Shocklight H7 12/24v 50w 6000k 4500lm Sll-20007 (par),Evolusom Comercial Ltda,93.45,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; COMPOSICAO_KIT_NAO_COMPROVADA; INCONCLUSIVO,,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK019079,Modulo De Vidro Tury Ae Pro 2.0 Bq Novo Uno 11 A 16/ Fiorino 14+,Evolusom Comercial Ltda,259.9,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
VTK019081,Calota Grid Aro 13p 032cb-pta Prata Modelo Chevrolet Corsa Classic 2002/ 03 Cubo Baixo - PC / 4,Evolusom Comercial Ltda,43.4,3,FALSE,NAO_CONCLUSIVO,INCONCLUSIVOS,INCONCLUSIVO,IDENTIDADE_INCONCLUSIVA,INCONCLUSIVO,INCONCLUSIVO,SEM_EVIDENCIA_DE_DEMANDA,,,,,,,8.279935224,estimated,FALSE,EVIDENCIA_IDENTIDADE_INCOMPLETA; INCONCLUSIVO,APRESENTACAO_NAO_EXPLICITA,,Completar fontes e vínculos,,2026-09-05T15:16:37.457Z
