"anuncio";"sku";"produto";"fornecedor";"status";"preco_anterior";"preco_verificado";"margem_verificada";"alvo";"pendencia"
"MLB5191246423";"VTK012354";"Pilha Auditiva Rayovac E.adv Act Tam13 Cart 6 Sm-60";"BKR1";"ALVO_VALIDADO";"69.55";"69.55";"0.23623292595255213";"0.07";""
"MLB5191246395";"VTK012721";"Cabo P10 Prowire Tweed Dourado/verde 4,57m Wireconex";"BKR1";"ALVO_VALIDADO";"78.9";"87.34";"0.07007098694756125";"0.07";""
"MLB5191246357";"VTK002550";"Pedestal Com Bandeja Multiuso BMU Preto ASK";"EVOLUSOM-PR";"ALVO_VALIDADO";"430.73";"430.73";"0.39635038190978106";"0.1";""
"MLB5191246163";"VTK012471";"Palheta Bori Grl Trindade 1,50 Mm (vermelho) R24-040 10un";"BKR1";"ALVO_VALIDADO";"32";"32.71";"0.07000917150718435";"0.07";""
"MLB5191246127";"VTK012325";"Palheta Bori Grl S.t.d 0,67 Mm (vermelho) R23-012 10un";"BKR1";"ALVO_VALIDADO";"30";"31.36";"0.0701530612244898";"0.07";""
"MLB5191246097";"VTK012365";"Cabo Guitar Emborrachado Guiemc-03 03 Metros Wireconex";"BKR1";"ALVO_VALIDADO";"56.13";"56.13";"0.07001603420630678";"0.07";""
"MLB5191246013";"VTK018702";"Alto Falante Hinor Hpl 18"" 1000w Rms 8r Subwoofer";"EVOLUSOM-PR";"ALVO_VALIDADO";"929.55";"946.26";"0.10000422716800879";"0.1";""
"MLB7294124560";"VTK025364";"2 Jogos de Corda P/Violino Aluminio Médio GEAVVA Giannini";"EVOLUSOM-PR";"ALVO_VALIDADO";"130";"130";"0.171";"0.07";""
"MLB7597965046";"VTK017275";"Alicate Decapador Evus Ev-13 Para Cabo Drop";"EVOLUSOM-PR";"ALVO_VALIDADO";"98.73";"103.46";"0.07007539145563503";"0.07";""
"MLB7597964112";"VTK017211";"Suporte Para Microfone De Bateria/precussão Ask B10";"EVOLUSOM-PR";"ALVO_VALIDADO";"124.38";"124.38";"0.07002733558449913";"0.07";""
"MLB7597963436";"VTK017494";"Alto Falante 5"" Hurricane Triak 5 Triaxial 50w Rms 4r Par";"EVOLUSOM-PR";"ALVO_VALIDADO";"128.46";"128.46";"0.09030048264051066";"0.07";""
"MLB7597962202";"VTK017486";"Jogo De Talheres Tramontina Churrasco Com Cabos De Madeira Natural 12 Peças";"EVOLUSOM-PR";"ALVO_VALIDADO";"118.81";"119.84";"0.07001001335113485";"0.07";""
"MLB7597962110";"VTK017411";"Sensor De Estacionamento Roadstar Rs304br - Preto Fosco";"EVOLUSOM-PR";"ALVO_VALIDADO";"119.7";"119.7";"0.08003341687552214";"0.07";""
"MLB7597961954";"VTK017493";"Alto Falante 6"" Hurricane Class Cm 6 Quadriaxial 65w Rms 4r Par";"EVOLUSOM-PR";"ALVO_VALIDADO";"139.07";"139.07";"0.07003667217947797";"0.07";""
"MLB7597961822";"VTK017445";"Super Tweeter Jbl St200 Ghost 8r 100wrms Translúcido";"EVOLUSOM-PR";"ALVO_VALIDADO";"150.94";"150.94";"0.0700278256260766";"0.07";""
"MLB7597961284";"VTK017583";"Decapador Roletador Evus Ev-21 Para Tubo Loose 45/163";"EVOLUSOM-PR";"ALVO_VALIDADO";"150.39";"150.39";"0.17042356539663542";"0.07";""
"MLB7597960568";"VTK018011";"Liquidificador Agratto Forza Aliq02n-01 Leitoso 1,5l 850w Vermelho 127v";"EVOLUSOM-PR";"ALVO_VALIDADO";"158.99";"158.99";"0.07000440279262847";"0.07";""
"MLB7597960204";"VTK017387";"Jogo Para Churrasco Tramontina Dynamic Cabos De Madeira 12 Peças";"EVOLUSOM-PR";"ALVO_VALIDADO";"170.25";"170.82";"0.07001522070015222";"0.07";""
"MLB7597959948";"VTK023250";"Torradeira Oster Simple Life Otor600 Inox 220v";"EVOLUSOM-PR";"ALVO_VALIDADO";"191.59";"191.59";"0.07004540946813508";"0.07";""
"MLB7597959870";"VTK017489";"Faqueiro Tramontina Malibu Em Aço Inox 60 Peças";"EVOLUSOM-PR";"ALVO_VALIDADO";"198.9";"198.9";"0.07003519356460533";"0.07";""
"MLB7597959460";"VTK017419";"Modulo Potencia Stetsom Hl400.4 Iron High Line 2r Entrada Rca";"EVOLUSOM-PR";"ALVO_VALIDADO";"294.47";"294.47";"0.10001018779502155";"0.1";""
"MLB7597959264";"VTK017270";"Alicate Decapador Evus Ev-4 Longitudinal Ajustável";"EVOLUSOM-PR";"ALVO_VALIDADO";"327.16";"331.3";"0.1";"0.1";""
"MLB7597959176";"VTK017450";"Caixa De Som Aiwa Mini Speaker Aws-sp-03-b Bivolt - Preta";"EVOLUSOM-PR";"ALVO_VALIDADO";"352.1";"352.1";"0.09999999999999999";"0.1";""
"MLB7597958408";"VTK020551";"Alarme Positron Cyber Ex-360 012872000";"EVOLUSOM-PR";"ALVO_VALIDADO";"396.42";"398.88";"0.10000501403931007";"0.1";""
"MLB7597957448";"VTK017516";"Jogo De Panelas Tramontina Turim Alumínio Starflon Max 7 Peças Vermelho";"EVOLUSOM-PR";"ALVO_VALIDADO";"461.96";"461.96";"0.10000865875833406";"0.1";""
"MLB7597887990";"VTK017324";"Cabo Proeletronic Para Aplicação Cftv 4 Pares - Azul 305m";"EVOLUSOM-PR";"ALVO_VALIDADO";"353.35";"353.35";"0.10001415027593039";"0.1";""
"MLB7597887556";"VTK017488";"Kit Churrasco Tramontina Com Tábua E Cabos Em Madeira Natural 03 Peças";"EVOLUSOM-PR";"ALVO_VALIDADO";"141.24";"141.24";"0.07285471537807986";"0.07";""
"MLB7597887048";"VTK022996";"Cafeteira Elétrica Cadence Desperta Contrast 220v";"EVOLUSOM-PR";"ALVO_VALIDADO";"147.34";"147.34";"0.09379666078457988";"0.07";""
"MLB7597886544";"VTK003954";"Aparador de Pelos Agratto VIZZO AP-03 7 em 1 Preto Bivolt";"EVOLUSOM-PR";"ALVO_VALIDADO";"167.24";"167.24";"0.07001913417842622";"0.07";""
"MLB7597886400";"VTK023564";"Grill Elétrico Cadence Grl200 Click Inox 127v";"EVOLUSOM-PR";"ALVO_VALIDADO";"174.84";"174.84";"0.07000686341798215";"0.07";""
"MLB7597886322";"VTK004933";"Fone de Ouvido AKG K21 Preto";"EVOLUSOM-PR";"ALVO_VALIDADO";"180.39";"181.74";"0.07004511940134257";"0.07";""
"MLB7597886206";"VTK023249";"Torradeira Oster Simple Life Otor600 Inox 127v";"EVOLUSOM-PR";"ALVO_VALIDADO";"191.59";"191.59";"0.07004540946813508";"0.07";""
"MLB7597886124";"VTK018016";"Telefone Intelbras Tc60id Com Identicador Grafite";"EVOLUSOM-PR";"ALVO_VALIDADO";"219.65";"219.65";"0.10002276348736626";"0.1";""
"MLB7597885862";"VTK023146";"Omeleteira Britânia Bom02p Antiaderente Redstone 750w 127v";"EVOLUSOM-PR";"ALVO_VALIDADO";"256.33";"256.33";"0.1000273085475754";"0.1";""
"MLB7597885818";"VTK017164";"Fone De Ouvido Akg K-414p Mini Headphone";"EVOLUSOM-PR";"ALVO_VALIDADO";"287.44";"290.89";"0.10000343772560075";"0.1";""
"MLB7597885574";"VTK017287";"Ont Gpon D-link Dpn-1452d Ac1200 Dual Band Usb Fxs Gigabit";"EVOLUSOM-PR";"ALVO_VALIDADO";"352.1";"352.1";"0.09999999999999999";"0.1";""
"MLB7597885412";"VTK017429";"Auto Radio Aiwa Aws-ca-d-01 4x25w Bluetooth";"EVOLUSOM-PR";"ALVO_VALIDADO";"355.59";"355.59";"0.10000281222756546";"0.1";""
"MLB7597883738";"VTK017515";"Jogo De Panelas Tramontina Turim Alumínio Starflon Max 7 Peças Chumbo";"EVOLUSOM-PR";"ALVO_VALIDADO";"467.98";"467.98";"0.10000427368690969";"0.1";""
"MLB7597883674";"VTK017250";"Ont Wireless Intelbras 142n 300mbps Gpon Giga 4780031";"EVOLUSOM-PR";"ALVO_VALIDADO";"556.1";"556.1";"0.09999999999999999";"0.1";""
"MLB7597882660";"VTK017617";"Alicate Punch Down Sohoplus Com Base De Apoio";"EVOLUSOM-PR";"ALVO_VALIDADO";"430.53";"434.66";"0.10000920259513182";"0.1";""
"MLB7597833598";"VTK017683";"Controle Remoto Mxt 01281 Tv Led Lg (my Apps) Akb73615319";"EVOLUSOM-PR";"ALVO_VALIDADO";"38.68";"38.68";"0.09332988624612203";"0.07";""
"MLB7597833422";"VTK017628";"Multímetro Digital Tipo Alicate Mxt Ft266";"EVOLUSOM-PR";"ALVO_VALIDADO";"88.24";"88.24";"0.07003626473254759";"0.07";""
"MLB7597833288";"VTK022803";"Auto Radio Bluetooth Roadstar Rs2605br Es";"EVOLUSOM-PR";"ALVO_VALIDADO";"128.89";"130.61";"0.07005589158563662";"0.07";""
"MLB7597833132";"VTK017639";"Alto Falante 5"" Hurricane Aurum A5 T Triaxial 60w Rms 4r Par";"EVOLUSOM-PR";"ALVO_VALIDADO";"133.33";"133.33";"0.07005175129378234";"0.07";""
"MLB7597828218";"VTK017897";"Controle Remoto Mxt 01341 Ar Condicionado 6711a90032l Split Lg";"EVOLUSOM-PR";"ALVO_VALIDADO";"46.13";"46.13";"0.0700195100802081";"0.07";""
"MLB7597828162";"VTK017487";"Jogo Trinchante Tramontina Com Cabos De Madeira Natural 2 Peças";"EVOLUSOM-PR";"ALVO_VALIDADO";"76.02";"76.02";"0.07011312812417786";"0.07";""
"MLB7597770958";"VTK017839";"Fonte Chaveada 6v 2a P4 C+ 2.1 X 5.5 Mm";"EVOLUSOM-PR";"ALVO_VALIDADO";"49.18";"49.18";"0.1697844652297682";"0.07";""
"MLB7597767604";"VTK000815";"Pasta Térmica Ts-Extreme 1g Implastec";"EVOLUSOM-PR";"ALVO_VALIDADO";"83.73";"83.73";"0.07010629404036785";"0.07";""
"MLB7597767534";"VTK017289";"Bandeja P/ Rack Evus Ev-ftw450 450mm Preto Ventilada";"EVOLUSOM-PR";"ALVO_VALIDADO";"105.76";"108";"0.06999999999999999";"0.07";""
"MLB7597767474";"VTK017713";"Auto Rádio Permak Pk Light 20/i1 Usb/bt/fm/sd";"EVOLUSOM-PR";"ALVO_VALIDADO";"107.66";"107.66";"0.07003529630317668";"0.07";""
"MLB7597767286";"VTK017373";"Cassete Para Limpeza De Conector óptico Evus Ev-19";"EVOLUSOM-PR";"ALVO_VALIDADO";"269.24";"286.18";"0.10000698860856803";"0.1";""
"MLB7597745976";"VTK018538";"Sensor De Presença Multilaser Microondas Com Pet Immunity 90° De Cobertura Até 45kg Se414";"EVOLUSOM-PR";"ALVO_VALIDADO";"396.13";"397.66";"0.1000100588442388";"0.1";""
"MLB7597745904";"VTK018798";"Central Multimídia Roadstar Rs606br 7"" Mp6 Com Tv Digital";"EVOLUSOM-PR";"ALVO_VALIDADO";"888.99";"891.47";"0.10000336522821857";"0.1";""
"MLB7595130266";"VTK018523";"Alto Falante Bravox Coaxial Cx50bk 5"" 60 W Rms 4r Par";"EVOLUSOM-PR";"ALVO_VALIDADO";"286.47";"286.47";"0.10001047230076446";"0.1";""
"MLB5196174103";"VTK017427";"Gabinete Micro Atx K-mex Gm-10nx Com Fonte Px300 200w";"EVOLUSOM-PR";"ALVO_VALIDADO";"231.25";"231.25";"0.11385945945945945";"0.1";""
"MLB5196173383";"VTK017379";"Alarme Automotivo Positron Iam Px360bt Starter";"EVOLUSOM-PR";"ALVO_VALIDADO";"553.38";"553.38";"0.10000361415302325";"0.1";""
"MLB5196126715";"VTK017167";"Alto Falante Bravox Tr6 U 6"" 60w Rms 4r Universal Par";"EVOLUSOM-PR";"ALVO_VALIDADO";"170.47";"170.47";"0.09702586965448466";"0.07";""
"MLB5196125983";"VTK026224";"Cafeteira Elétrica Cadence Gran Italiana Caf120 Inox 1,5l 127v";"EVOLUSOM-PR";"ALVO_VALIDADO";"335.45";"335.45";"0.100014905351021";"0.1";""
"MLB5196125795";"VTK017431";"Caixa De Som Boombox Plus Aiwa Bbs-01b 200w Bluetooth";"EVOLUSOM-PR";"ALVO_VALIDADO";"2485.59";"2485.59";"0.15000060347844976";"0.15";""
"MLB5195696395";"VTK017457";"Alto Falante Triaxial Bravox Revolução Revo6 6"" 70w Rms Par";"EVOLUSOM-PR";"ALVO_VALIDADO";"166.84";"166.84";"0.07000719251977942";"0.07";""
"MLB5195695447";"VTK022995";"Cafeteira Elétrica Cadence Desperta Contrast 127v";"EVOLUSOM-PR";"ALVO_VALIDADO";"147.34";"147.34";"0.09379666078457988";"0.07";""
"MLB5195695039";"VTK023340";"Chaleira Elétrica Oster Inox 2l Ultra - 127v";"EVOLUSOM-PR";"ALVO_VALIDADO";"165.39";"166.12";"0.07000963159162052";"0.07";""
"MLB5195694953";"VTK023341";"Chaleira Elétrica Oster Inox 2l Ultra - 220v";"EVOLUSOM-PR";"ALVO_VALIDADO";"166.12";"166.12";"0.07000963159162052";"0.07";""
"MLB5195694387";"VTK022894";"Cafeteira Oster Inox Com Jarra De Vidro 1,2 Litros 127v";"EVOLUSOM-PR";"ALVO_VALIDADO";"226.96";"226.96";"0.10971096228410292";"0.1";""
"MLB5195694323";"VTK017547";"Telefone Sem Fio Intelbras Ts 2510 Id Preto 4122510";"EVOLUSOM-PR";"ALVO_VALIDADO";"233.05";"233.05";"0.10002145462347135";"0.1";""
"MLB5195694003";"VTK022967";"Liquidificador Oster Oliq610 1400w 127v";"EVOLUSOM-PR";"ALVO_VALIDADO";"299.69";"303.05";"0.1000164989275697";"0.1";""
"MLB5195693789";"VTK017452";"Caixa De Som Aiwa Mini Speaker Aws-sp-03-bl Bivolt - Azul";"EVOLUSOM-PR";"ALVO_VALIDADO";"352.1";"352.1";"0.09999999999999999";"0.1";""
"MLB5195692943";"VTK017425";"Tablet Multilaser Frozen Nb416 4gb Ram 64gb Tela 7"" Android 13 Quad Core + Case";"EVOLUSOM-PR";"ALVO_VALIDADO";"797.87";"797.87";"0.10000376001102937";"0.1";""
"MLB5195692165";"VTK017273";"Decapador Evus Ev-10 Para Cabo Optico";"EVOLUSOM-PR";"ALVO_VALIDADO";"436.74";"436.74";"0.143975820854513";"0.1";""
"MLB5195690151";"VTK017442";"Climatizador Cadence Compactar Cli530 8,4l Branco 127v";"EVOLUSOM-PR";"ALVO_VALIDADO";"590.06";"590.06";"0.10000677897163";"0.1";""
"MLB5195662001";"VTK018303";"Corda Giannini Para Contrabaixo Geebrs 6 0.032"" Pesado";"EVOLUSOM-PR";"ALVO_VALIDADO";"170.26";"173.53";"0.07001671180775658";"0.07";""
"MLB5195661057";"VTK017423";"Monitor Brx Led 21"" Hdmi + Vga";"EVOLUSOM-PR";"ALVO_VALIDADO";"525.19";"525.19";"0.13046706906072086";"0.1";""
"MLB5195627637";"VTK017325";"Gabinete K-mex Gm-01ma Com Fonte Px300 200w";"EVOLUSOM-PR";"ALVO_VALIDADO";"327.62";"327.62";"0.13543129235089432";"0.1";""
"MLB5195621947";"VTK017295";"Telefone Intelbras Hsb-40 4013342 Headset Para Telemarketing";"EVOLUSOM-PR";"ALVO_VALIDADO";"195.37";"195.37";"0.08998310897271843";"0.07";""
"MLB5195568027";"VTK017327";"Fan Gamemax Para Pc Gamer Gf12g 12cm Verde 32 Led";"EVOLUSOM-PR";"ALVO_VALIDADO";"72.49";"72.49";"0.0700786315353842";"0.07";""
"MLB5195567749";"VTK020779";"Porteiro Residencial Intelbras Ipr1010";"EVOLUSOM-PR";"ALVO_VALIDADO";"265.5";"265.5";"0.1";"0.1";""
"MLB5195567571";"VTK020219";"Telefone Sem Fio Intelbras Ts3112 Digital Com Ramal Adicional Preto";"EVOLUSOM-PR";"ALVO_VALIDADO";"371.82";"371.82";"0.10002151578720886";"0.1";""
"MLB5193194293";"VTK002091";"Caixa Medusa 12 Vias BSMED12 Preta Santo Angelo";"EVOLUSOM-PR";"ALVO_VALIDADO";"169.63";"169.63";"0.07239285503743441";"0.07";""
"MLB7599625380";"VTK018736";"Calota Grid Aro 14p 342cb-pta Ford Modelo Ka/ Ka+ 2015/16 - PC / 4";"EVOLUSOM-PR";"ALVO_VALIDADO";"99.77";"99.77";"0.07006114062343391";"0.07";""
"MLB7599625260";"VTK018361";"Calota Grid Aro 14p 290ca-pta Fiat Modelo Palio Weekend / Strada 2014/ 15 Cubo Alto - PC / 4";"EVOLUSOM-PR";"ALVO_VALIDADO";"94.89";"99.77";"0.07006114062343391";"0.07";""
"MLB7599623944";"VTK018745";"Calota Grid Aro 13p 199cb-pta Prata Fiat Uno Way 2014 Cubo Baixo - PC / 4";"EVOLUSOM-PR";"ALVO_VALIDADO";"88.38";"93.26";"0.07001930087926228";"0.07";""
"MLB7599623644";"VTK018441";"Calota Grid Aro 13p 021ca-pta Prata Modelo Volkswaggen Gol Trend G4 1.0 2010/ 11 Cubo Alto - PC / 4";"EVOLUSOM-PR";"ALVO_VALIDADO";"90.47";"93.26";"0.07001930087926228";"0.07";""
"MLB7599623378";"VTK018754";"Calota Grid 247ca-pta Aro 14 P Mod Saveiro 2017 - PC / 4";"EVOLUSOM-PR";"ALVO_VALIDADO";"94.89";"99.77";"0.07006114062343391";"0.07";""
"MLB7599623288";"VTK018737";"Calota Grid Aro 14p 867cb-pta Modelo Peugeot 206/ 207/ 307 2010/15 Cubo Baixo - PC / 4";"EVOLUSOM-PR";"ALVO_VALIDADO";"94.89";"99.77";"0.07006114062343391";"0.07";""
"MLB7599621342";"VTK018206";"Calota Aro 14p 187cb-pta Mod Hb20 2020 - PC / 4";"EVOLUSOM-PR";"ALVO_VALIDADO";"94.89";"99.77";"0.07006114062343391";"0.07";""
"MLB7599620552";"VTK018251";"Calota Grid 250cp-pta Aro 15"" Modelo Gol, Voyage E Saveiro 2023 - PC / 4";"EVOLUSOM-PR";"ALVO_VALIDADO";"136.82";"136.82";"0.07001900306972665";"0.07";""
"MLB7599503376";"VTK018439";"Calota Grid Aro 15p 018cp-pta Volkswageen Modelo Gol G5/ Voyage Confortline 2011/ 12 Cubo Padrão - PC / 4";"EVOLUSOM-PR";"ALVO_VALIDADO";"136.82";"136.82";"0.07001900306972665";"0.07";""
"MLB7599503016";"VTK018775";"Calota Aro 14p 376cb-pof Mod Onix 2020 - PC / 4";"EVOLUSOM-PR";"ALVO_VALIDADO";"141.84";"148.35";"0.07003707448601282";"0.07";""
"MLB7599502670";"VTK018534";"Calota Grid Aro 13p 115ca-pta Modelo Volkswaggen Gol/ Voyage G5/ G6 2014 Calota Alta - PC / 4";"EVOLUSOM-PR";"ALVO_VALIDADO";"90.47";"93.26";"0.07001930087926228";"0.07";""
"MLB7599502364";"VTK018808";"Calota Grid Aro 14"" 068ar-pta Mod. Europa - PC / 4";"EVOLUSOM-PR";"ALVO_VALIDADO";"99.77";"99.77";"0.07006114062343391";"0.07";""
"MLB7599501942";"VTK018817";"Calota Grid 148cp-pta-u Modelo Polo Track 21/24 - PC / 4";"EVOLUSOM-PR";"ALVO_VALIDADO";"130.34";"136.82";"0.07001900306972665";"0.07";""
"MLB7599501766";"VTK018290";"Calota Grid Aro 15a 876ar-pta Renault Logan/ Sandero 2015/ 16 - PC / 4";"EVOLUSOM-PR";"ALVO_VALIDADO";"130.34";"136.82";"0.07001900306972665";"0.07";""
"MLB7599501572";"VTK018765";"Calota Aro 14p 133cb-gft Mod Onix / Prisma 2014/ 16 Cb - PC / 4";"EVOLUSOM-PR";"ALVO_VALIDADO";"141.84";"148.35";"0.07003707448601282";"0.07";""
"MLB7599501358";"VTK018681";"Calota Grid Aro 13"" 222cb-pta Fiat Uno 2015/16 - PC / 4";"EVOLUSOM-PR";"ALVO_VALIDADO";"88.38";"93.26";"0.07001930087926228";"0.07";""
"MLB7599500706";"VTK018680";"Calota Grid Aro 14"" 176cb-pta Ford Fiesta 2003 - PC / 4";"EVOLUSOM-PR";"ALVO_VALIDADO";"94.89";"99.77";"0.07006114062343391";"0.07";""
"MLB7599500552";"VTK018628";"Calota Grid Aro 14p 177cb-pta Prata Ford Fiesta Hatch 08/12 - PC / 4";"EVOLUSOM-PR";"ALVO_VALIDADO";"96.95";"99.77";"0.07006114062343391";"0.07";""
"MLB7599500380";"VTK018618";"Calota Grid Aro 14p 231cb-pta Fiat Modelo Palio Fire 20015/ 16 - PC / 4";"EVOLUSOM-PR";"ALVO_VALIDADO";"94.89";"99.77";"0.07006114062343391";"0.07";""
"MLB7599499902";"VTK018633";"Calota Grid Aro 15p 215cp-pta Fiat Siena/ Palio E/ Punto 14/ 16 - PC / 4";"EVOLUSOM-PR";"ALVO_VALIDADO";"130.34";"136.82";"0.07001900306972665";"0.07";""
"MLB7599499650";"VTK017870";"Calota Grid 246cp-pta Aro 15 P Mod Gol/voyage G7 2017/18 - PC / 4";"EVOLUSOM-PR";"ALVO_VALIDADO";"136.82";"136.82";"0.07001900306972665";"0.07";""
"MLB7599499146";"VTK018192";"Calota Grid Aro 15p 123cp-pta Ford New Fiesta 2014/ 16 Cubo Padrão - PC / 4";"EVOLUSOM-PR";"ALVO_VALIDADO";"136.82";"136.82";"0.07001900306972665";"0.07";""
"MLB7599498948";"VTK018646";"Calota Aro 13p 042cb-pof Mod Celta 2012/ 15 Cb - PC / 4";"EVOLUSOM-PR";"ALVO_VALIDADO";"141.84";"148.35";"0.07003707448601282";"0.07";""
"MLB7599498778";"VTK018531";"Calota Grid Aro 13p 003cb-pta Ford Modelo Ka 2002/ 03 - PC / 4";"EVOLUSOM-PR";"ALVO_VALIDADO";"93.26";"93.26";"0.07001930087926228";"0.07";""
"MLB7599498608";"VTK018371";"Calota Grid Aro 13p 196cb-pta Modelo Volksvagen Up! 2015 Cubo Baixo - PC / 4";"EVOLUSOM-PR";"ALVO_VALIDADO";"93.26";"93.26";"0.07001930087926228";"0.07";""
"MLB7599497498";"VTK018672";"Acionador Manual Segurimax Com Sirene 12v/24v";"EVOLUSOM-PR";"ALVO_VALIDADO";"66.92";"66.92";"0.092498505678422";"0.07";""
"MLB7599497356";"VTK018638";"Sensor Pir Interno Pyronix Kx10dp 10 Mts Duplo Digital";"EVOLUSOM-PR";"ALVO_VALIDADO";"119.84";"119.84";"0.0858644859813084";"0.07";""
"MLB7599496884";"VTK018317";"Alto Falante Jbl 15px 8r 200 Rms 15"" Woofer";"EVOLUSOM-PR";"ALVO_VALIDADO";"512.75";"512.75";"0.10625060945880058";"0.1";""
"MLB7599496748";"VTK017674";"Sinalizador Audiovisual Segurimax Endereçável";"EVOLUSOM-PR";"ALVO_VALIDADO";"235.14";"235.14";"0.1051288594029089";"0.1";""
"MLB7599496380";"VTK017333";"Cabo Hdmi Evus C-051 4k Macho X Macho V2.0 5,0m";"EVOLUSOM-PR";"ALVO_VALIDADO";"62.89";"62.89";"0.07012243599936398";"0.07";""
"MLB7599496102";"VTK018714";"Contra Frente Plástica Permak Toyota Hilux Sw4 2 Din 89/z3";"EVOLUSOM-PR";"ALVO_VALIDADO";"42.11";"42.11";"0.08430301591071004";"0.07";""
"MLB7599495838";"VTK018870";"Contra Frente Plástica Permak Fiat Stilo 2 Din Preta";"EVOLUSOM-PR";"ALVO_VALIDADO";"75.09";"75.09";"0.07004927420428818";"0.07";""
"MLB7599495154";"VTK018718";"Contra Frente Plástica Permak Renault Duster Sandero 2 Din Preta";"EVOLUSOM-PR";"ALVO_VALIDADO";"77.25";"77.25";"0.08944983818770227";"0.07";""
"MLB7599494606";"VTK018517";"Contra Frente Plástica Permak Corsa Montana Meriva 2 Din Prata 89/m2";"EVOLUSOM-PR";"ALVO_VALIDADO";"56.46";"56.46";"0.09670563230605739";"0.07";""
"MLB7599494158";"VTK018066";"Caixa Medusa 6 Vias Santo Angelo 1 Saida Bsmd6";"EVOLUSOM-PR";"ALVO_VALIDADO";"156.25";"156.25";"0.075776";"0.07";""
"MLB7599494016";"VTK017954";"Controle Remoto Fks Cr941 Copiador - Cinza";"EVOLUSOM-PR";"ALVO_VALIDADO";"53.89";"53.89";"0.08684357023566523";"0.07";""
"MLB7599493878";"VTK017602";"Controle Remoto Aquário Para Stv-3000plus";"EVOLUSOM-PR";"ALVO_VALIDADO";"43.84";"43.84";"0.07002737226277371";"0.07";""
"MLB7599493422";"VTK018984";"Controle Remoto Mxt 01393 Ar Condicionado Gree Y502 Y512";"EVOLUSOM-PR";"ALVO_VALIDADO";"48.39";"48.39";"0.10725356478611284";"0.07";""
"MLB7599493198";"VTK018876";"Suporte Espiral Hikari Ferro De Solda Hsf-10";"EVOLUSOM-PR";"ALVO_VALIDADO";"53.1";"53.1";"0.103954802259887";"0.07";""
"MLB7599492298";"VTK019065";"Camera Dome Fbr Metal Ir25 2 Megapixels 2.8mm Cvi Tvi Ahd Cvbs Ip66";"EVOLUSOM-PR";"ALVO_VALIDADO";"268.87";"268.87";"0.10373042734406962";"0.1";""
"MLB7599491748";"VTK019196";"Lona De Carreteiro Western 6x5 100g P/m2";"EVOLUSOM-PR";"ALVO_VALIDADO";"285.93";"285.93";"0.1591298569579967";"0.1";""
"MLB7599491418";"VTK017361";"Nobreak Nhs Mini 4 600va Com 1 Bateria Selada 7 Ah/ Entrada Bivolt E Saída 120v";"EVOLUSOM-PR";"ALVO_VALIDADO";"659.38";"659.38";"0.10000303315235524";"0.1";""
"MLB7599491052";"VTK019106";"Alto Falante Jbl-selenium 15wp550 15"" 550wrms 8r Woofer Profissional";"EVOLUSOM-PR";"ALVO_VALIDADO";"1427.18";"1427.18";"0.15000210204739417";"0.15";""
"MLB7599490730";"VTK011978";"Amplificador Frahm Slim IoT 3700 240W RMS Wi-Fi Compatível com Alexa";"EVOLUSOM-PR";"ALVO_VALIDADO";"2222.09";"2222.09";"0.16003852229207638";"0.15";""
"MLB7599490534";"VTK018265";"Extensão Pop Spin Daneva Dn 1496 Pl 3 Metros 2x0,75 Mm";"EVOLUSOM-PR";"ALVO_VALIDADO";"45.38";"45.38";"0.07007492287351257";"0.07";""
"MLB7599437040";"VTK018574";"Calota Grid Aro 14"" 077cb-pta Modelo Uno Attractive 1.4 2011 - PC / 4";"EVOLUSOM-PR";"ALVO_VALIDADO";"94.89";"99.77";"0.07006114062343391";"0.07";""
"MLB7599436626";"VTK018443";"Calota Grid Aro 14p 224cb-pta Fiat Siena/ Punto 2014/ 16 Cubo Baixo - PC / 4";"EVOLUSOM-PR";"ALVO_VALIDADO";"99.77";"99.77";"0.07006114062343391";"0.07";""
"MLB7599436422";"VTK018284";"Calota Grid Aro 14p 059ca-pta Fiat Modelo Strada 2009 Cubo Alto - PC / 4";"EVOLUSOM-PR";"ALVO_VALIDADO";"99.77";"99.77";"0.07006114062343391";"0.07";""
"MLB7599435852";"VTK017247";"Trafo De Linha Frahm 25w/ 70v T25";"EVOLUSOM-PR";"ALVO_VALIDADO";"87.02";"87.02";"0.07009882785566536";"0.07";""
"MLB7599435714";"VTK018818";"Serra Tico Tico Multilaser Fe046 Com Lâmina Para Madeira E Base Ajustável 500w 127v";"EVOLUSOM-PR";"ALVO_VALIDADO";"246.55";"246.55";"0.10610423849117825";"0.1";""
"MLB7599435600";"VTK018690";"Cabo Hdmi Intelbras Chf2020 4k Macho X Macho 2.0 20m";"EVOLUSOM-PR";"ALVO_VALIDADO";"358.68";"358.68";"0.10000557600089215";"0.1";""
"MLB7599435246";"VTK017395";"Cabo Rca Technoise Blindado 400 Pro 5mm Vermelho - 5m";"EVOLUSOM-PR";"ALVO_VALIDADO";"76.07";"76.07";"0.07006704351255423";"0.07";""
"MLB7599435052";"VTK017320";"Mouse Pad Evus Mp-290b Obscure Speed";"EVOLUSOM-PR";"ALVO_VALIDADO";"41";"41";"0.08463414634146342";"0.07";""
"MLB7599434214";"VTK018859";"Contra Frente Plástica Permak Gol Gv 2 Din Preta";"EVOLUSOM-PR";"ALVO_VALIDADO";"81.68";"81.68";"0.07002938295788441";"0.07";""
