ml_item_id,sku,produto_id,status,titulo,categoria,tipo_atual,prazo_atual,origem_comprovada,prazo_proposto,unidade,fonte,evidencia_em,pendencia,acao,doze_meses_sem_evidencia,observado_em
MLB7253032522,VTK019007,279cd801-e10c-410a-9986-22b88a4a331b,paused,Multimídia Svart S900x 9 Pol Android Carplay Wifi 4g Octapro Preto,MLB135679,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,3,meses,produto_fornecedor_ofertas:262715a8-ba24-4799-ba00-9a6de146a981:descricao,2026-09-06T02:19:22.264+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:16:02.454Z
MLB4949364847,VTK001185,d384d6fc-97de-4532-85d5-f9852ae5be70,paused,Nobreak Ts Shara Xpro 1400va Universal Bivolt Cor Preto,MLB270504,,,GARANTIA_FORNECEDOR,1,anos,produto_fornecedor_ofertas:db5675a2-bd74-486e-9252-566c29e87cd4:descricao,2026-09-06T02:09:17.489+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:16:02.613Z
MLB7285499626,VTK017714,cebcd52e-a040-4e2b-82c5-25c93dcd3d01,paused,Ponta De Prova Minipa Mtl-1 Cat Ii 1000v,MLB30214,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,3,meses,produto_fornecedor_ofertas:11bc86fa-56de-4642-835d-a3803c7f1d9d:descricao,2026-09-06T00:24:18.583+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:16:03.272Z
MLB7314820020,VTK002677,aad1c388-4c3b-4d56-a2c3-30ee79fe2303,paused,Ventilador Oscilante De Parede Ventisol Steel 6 Pás 50cm Preto 50 Cm 127/220v Prata Plástico,MLB1645,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:f1ab7daf-666e-4209-8e60-990e68869e68:descricao,2026-09-05T23:23:22.863+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:16:06.705Z
MLB7313983928,VTK000101,0031fe1b-1b9c-473c-9923-85745b469bef,paused,Estabilizador Ts Shara Powerest Home 1000 Bivolt 1000va 9007 Cor Preto,MLB1720,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,3,anos,produto_fornecedor_ofertas:c9f29755-7dc5-4685-aa90-52dc38e60522:descricao,2026-09-06T00:38:27.334+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:16:06.855Z
MLB7313972116,VTK000700,fb9d6eb6-4f5e-4e06-96a5-9daedcfc6b09,paused,Climatizador Portátil 16 Litros 130w Ventisol Clin16 Cor Cinza 220v,MLB72503,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:a5a785ea-d1e7-4bf3-8e22-e8d31a9aa649:descricao,2026-09-06T02:01:22.557+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:16:08.147Z
MLB7313517024,VTK017900,dfae7484-7e88-4734-97f9-8b6c21617dfc,paused,Transformador 2000va P/ Máquina Lavar Micro-ondas 110v 220v Preto,MLB30197,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,1,anos,produto_fornecedor_ofertas:0a2879f0-cd29-4795-86dd-68a66446811b:descricao,2026-09-06T01:20:29.267+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:16:08.538Z
MLB4986647159,VTK018584,9e289fe6-3c2f-4c6c-9700-c2e825741f6d,paused,Mouse Recarregável Sem Fio Lenovo Ws207 Branco,MLB1714,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,9,meses,produto_fornecedor_ofertas:81155cc3-0eb7-42e7-9ef1-70543b58ccd8:descricao,2026-09-06T02:19:22.264+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:16:11.535Z
MLB7332095554,VTK017570,d4502a54-13c9-46ce-8e55-1629be055604,paused,Bateria Selada De Chumbo Elgin Vrla 12v 9ah,MLB57843,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,6,meses,produto_fornecedor_ofertas:cc0b5bd4-fccf-43d3-bc96-f874867985d2:descricao,2026-09-06T02:19:22.264+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:16:12.102Z
MLB7330399238,VTK017714,cebcd52e-a040-4e2b-82c5-25c93dcd3d01,paused,Ponteira E Adaptador Minipa Mtl-1 Para Multímetro Banana 4mm 1000v,MLB30214,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,3,meses,produto_fornecedor_ofertas:11bc86fa-56de-4642-835d-a3803c7f1d9d:descricao,2026-09-06T00:24:18.583+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:16:12.602Z
MLB7330116816,VTK000415,1a757683-36f2-46d3-b51e-bb01f2350d17,paused,Cabo Rede Furukawa Soho Plus 305m Cat6 Utp Vermelho,MLB431815,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:217807fd-5f4d-4acb-b318-e2f6365ece65:descricao,2026-09-06T01:33:28.273+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:16:13.243Z
MLB7432625640,VTK001288,e9cae74c-a6c4-40f1-9cbe-327af6dff867,paused,Suporte Teto Tv 32-40-42-43-48-49-55-56 Samsung-LG-sony Cor Preto,MLB11529,,,GARANTIA_FORNECEDOR,5,anos,produto_fornecedor_ofertas:edd2aed3-1b8f-4abf-b6f9-b9264ff6ecf1:descricao,2026-09-06T01:09:28.957+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:16:19.200Z
MLB7461511580,VTK000456,8e3ae3fe-a402-481f-983f-9493bf7085bc,paused,Ventilador Oscilante De Coluna Ventisol 30cm Turbo 6 Pás Preto 30 Cm 60 Hz 127v Plástico,MLB1645,Garantia de fábrica,12 meses,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:f132e56e-e79b-4251-9ceb-d09f1db63927:descricao,2026-09-06T01:40:34.068+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:16:20.494Z
MLB5150718875,VTK000456,8e3ae3fe-a402-481f-983f-9493bf7085bc,paused,Ventilador Oscilante De Coluna Ventisol 30cm Turbo 6 Pás Preto 30 Cm 60 Hz 127v Plástico,MLB1645,Sem garantia,,GARANTIA_FORNECEDOR,12,meses,produto_fornecedor_ofertas:f132e56e-e79b-4251-9ceb-d09f1db63927:descricao,2026-09-06T01:40:34.068+00:00,,CORRIGIR_APOS_AUTORIZACAO,False,2026-09-06T03:16:21.621Z
